GeneID	GSM5226229	GSM5226230	GSM5226231	GSM5226232	GSM5226233	GSM5226234	GSM5530616	GSM5530617	GSM5530618	GSM5530619	GSM5530620	GSM5530621
101927000	0	1	19	3	1	14	10	1	16	0	15	0
101926963	48	49	2	52	13	46	37	21	6	49	18	41
105375119	0	1	0	2	3	2	2	3	0	6	1	0
54919	264	390	37	434	970	562	141	194	35	81	218	415
23353	1748	3155	106	4010	9133	3814	491	1544	251	292	942	2629
51608	697	620	371	840	1599	1002	468	419	411	1022	629	470
11033	278	217	48	403	1823	561	101	76	92	594	314	346
90639	269	245	91	378	472	474	251	178	104	267	225	190
84310	1481	1518	1024	1132	1272	1077	948	421	888	1268	817	693
54905	1	3	0	17	14	27	6	0	9	7	25	3
442907	0	2	0	2	0	0	0	0	1	0	2	0
115330	174	149	25	90	49	244	83	78	32	21	61	61
107986755	0	0	1	0	1	1	0	0	0	0	1	0
105375120	0	1	0	3	2	1	1	0	1	0	2	1
2852	85	128	6	48	44	71	47	92	21	47	34	31
102723758	1	3	0	4	3	5	0	0	0	0	2	0
90637	744	498	125	269	438	381	256	161	321	416	185	359
101927021	55	60	37	65	89	92	72	34	61	30	42	32
340260	0	0	0	0	0	0	0	0	0	0	0	0
79778	646	713	46	2276	4023	1388	502	316	255	1576	683	1081
107986756	1	4	2	2	3	0	0	1	0	5	1	1
26173	697	907	248	1996	4018	1871	718	682	756	2051	839	1091
7975	1614	3211	96	1912	2488	1519	302	562	156	373	547	2398
100128653	24	46	3	154	97	111	8	19	6	6	8	199
202915	563	575	151	1114	1399	899	291	349	224	367	446	612
84262	745	310	148	416	745	357	373	150	218	842	305	315
114796	118	108	35	148	33	229	59	95	32	72	74	64
105375122	0	2	0	0	1	0	0	0	1	0	0	0
105375123	4	1	0	4	1	1	2	1	0	0	1	2
260341	3	1	0	2	1	5	5	1	0	0	2	3
107986757	0	0	0	0	0	0	0	0	0	0	0	0
392617	237	93	2	71	21	157	26	27	8	29	34	358
401296	0	0	0	0	0	4	0	0	0	0	0	2
105375124	2	0	0	2	2	4	1	1	0	0	0	5
101927125	0	0	0	3	49	4	0	0	0	35	3	3
8379	394	255	53	345	691	448	181	133	103	606	213	359
105375128	1	3	0	0	2	2	1	0	0	1	1	0
100127955	2	0	0	6	5	5	1	1	0	2	2	4
100616160	0	0	0	0	0	0	0	0	0	0	0	0
109623488	0	0	0	0	1	0	0	0	0	0	0	0
105375127	8	2	0	6	4	9	4	3	0	3	2	9
105375126	2	0	0	8	5	3	2	0	1	28	1	8
29960	464	513	63	425	462	456	202	227	63	132	219	265
4521	458	234	55	237	308	239	227	62	87	483	130	136
29886	1019	462	76	688	807	879	311	233	136	760	325	730
102465503	0	0	0	0	0	1	0	1	0	1	0	0
8662	3963	3233	1114	2001	6124	2939	1371	1430	1142	3721	1198	3182
55501	598	394	171	467	553	549	239	194	126	208	226	355
402635	0	0	0	4	1	1	0	0	0	0	0	3
107986758	0	0	0	0	1	0	2	0	0	0	0	0
107986759	1	0	0	1	2	1	1	0	0	0	2	0
3955	868	218	813	626	1013	739	296	146	492	827	344	545
100616116	0	0	0	6	9	1	1	1	0	0	1	2
221927	573	552	151	892	1533	874	490	385	247	548	457	428
23288	280	359	45	750	1367	1112	224	304	81	251	287	451
107986760	7	3	3	7	10	4	29	5	12	51	9	3
80727	3981	1136	20	4227	3206	3199	369	726	69	454	644	3871
155185	5	11	2	32	16	20	5	7	1	9	14	62
2768	2195	1845	84	1694	1716	2015	360	937	95	175	502	1703
84433	148	80	3	1139	3180	888	168	159	18	197	132	521
101927256	0	0	0	0	0	1	0	0	0	0	0	0
107986761	1	0	0	8	1	3	1	0	1	2	0	4
105375130	19	1	0	8	15	0	3	2	3	0	2	1
100129603	8	1	0	1	14	0	0	1	0	4	0	1
105375132	7	15	1	8	1	22	6	13	1	0	1	5
221935	195	339	54	429	111	730	164	497	98	79	169	257
105375131	1	1	1	6	2	11	0	7	0	0	2	4
105375133	0	0	0	0	0	0	0	0	0	0	1	2
221937	463	632	44	1223	1593	1472	219	607	61	103	248	672
9907	482	515	77	870	1243	1040	442	345	224	799	437	667
100616465	1	0	0	5	5	0	0	2	0	1	0	0
55698	70	191	51	43	8	71	66	23	88	8	130	25
109623455	0	0	0	0	0	0	0	0	0	0	0	0
56903	1	0	0	0	0	0	0	0	0	0	0	1
221938	0	3	0	1	0	0	1	0	0	0	2	0
441191	275	253	23	256	337	327	127	124	27	45	117	225
100533952	6	5	2	19	19	18	2	3	1	7	3	11
57786	280	321	32	545	676	580	73	241	24	49	103	367
389458	2	2	3	1	1	2	4	1	1	7	1	1
645700	3	3	0	23	24	20	2	6	0	0	2	4
26100	1915	930	256	1323	2014	1626	817	625	456	756	538	844
222962	439	89	89	927	88	1340	208	1230	154	548	721	301
84629	575	1225	72	2577	3940	2925	385	780	320	641	665	1416
100129484	1	15	6	18	56	29	20	18	13	22	15	4
80028	114	188	36	234	353	370	95	135	57	184	117	128
693174	1	0	0	0	3	1	0	0	0	0	0	0
221946	0	2	0	0	0	1	1	0	1	1	0	1
60	61329	97779	2462	58433	72106	49914	21895	22445	5802	38082	25013	75726
6624	1600	602	10	1490	2073	1094	154	310	31	305	317	2077
107986762	331	71	8	158	186	91	79	37	26	287	71	233
54476	789	1317	43	1119	1435	1444	229	571	111	152	356	1068
100874342	0	4	0	0	2	0	0	0	0	0	1	0
102466203	0	0	0	1	0	0	0	0	0	0	0	0
401303	44	20	8	69	76	70	16	16	4	42	15	21
654231	5	0	1	5	3	2	3	3	1	3	2	0
51622	1011	828	69	937	1346	856	372	320	44	59	302	761
107986694	119	71	9	76	115	79	57	27	8	7	31	65
222967	3	1	0	6	5	4	1	3	0	1	0	3
5395	292	289	62	380	423	478	168	158	74	177	140	195
7965	257	365	40	293	418	438	118	142	32	96	169	259
109616999	0	1	0	0	1	0	0	0	0	0	1	0
27102	1274	1286	349	2379	5128	2560	720	986	400	776	791	1513
100310846	2	9	0	44	47	32	0	2	0	3	2	5
84132	256	296	28	430	458	424	80	195	32	76	116	408
9265	751	1219	25	1794	1082	1708	514	478	88	165	482	1284
84792	248	315	43	424	654	330	140	125	30	31	131	213
5879	5256	5028	924	6047	10255	5215	2372	1950	858	2887	1961	4247
221955	589	219	54	771	572	644	348	172	99	429	219	421
11014	6646	3744	710	4702	6758	4369	1718	1712	778	1817	1756	5279
392862	0	4	3	34	54	48	5	14	7	2	9	15
101927325	1	1	1	15	6	16	15	12	4	7	5	2
55146	780	665	287	659	1415	826	468	348	233	360	307	431
79034	531	594	71	445	602	551	238	295	118	184	306	342
54753	240	457	87	338	75	432	211	269	120	121	185	289
100131017	892	1025	136	1446	4055	1598	449	678	298	754	499	828
7559	491	573	39	873	979	858	112	400	41	42	215	699
441194	144	114	10	160	182	170	54	61	16	21	40	101
728194	2	2	0	7	7	7	1	4	0	3	1	3
221960	1019	812	65	978	1415	989	339	350	44	52	274	825
107986696	129	76	9	79	121	80	61	27	8	7	32	68
112267992	0	1	10	12	9	30	7	2	14	7	5	11
107986763	0	0	0	0	1	0	0	0	0	0	0	0
105375138	0	0	0	7	0	2	0	2	1	0	0	0
100500886	0	0	0	0	0	0	0	0	0	0	0	0
100131257	4	7	0	30	19	32	0	10	0	0	2	18
56913	527	374	31	1243	2134	676	104	394	42	93	181	586
101927354	9	1	3	1	3	2	0	0	0	1	1	20
340267	6	108	11	31	79	94	13	40	8	24	20	12
107986764	1	0	0	1	0	0	0	0	0	3	0	0
101927391	6	48	34	32	16	82	38	30	34	19	44	31
54468	445	363	56	595	648	636	152	253	63	74	181	425
6119	456	274	146	392	573	304	269	114	96	233	157	114
729852	234	334	124	367	647	374	119	170	74	43	115	227
105379719	4	2	1	4	13	0	2	0	0	4	1	1
100505921	1	2	0	3	0	2	0	1	0	0	1	1
113263	81	132	6	498	243	332	49	151	9	9	81	145
105375142	0	0	0	0	0	0	0	0	0	0	0	0
3382	350	201	316	641	940	793	348	355	247	192	312	409
100505938	8	4	169	30	89	43	45	25	124	81	26	9
30010	0	0	0	0	25	0	0	1	0	0	0	0
105375144	0	0	0	0	0	0	0	0	0	0	0	0
168741	0	0	0	0	0	0	0	0	0	0	0	0
105375145	0	0	0	0	0	1	0	0	0	0	0	0
105375148	0	0	0	0	0	0	0	0	0	0	0	0
105375147	0	0	0	0	0	0	0	0	0	0	0	0
105375146	0	2	0	0	0	1	1	1	0	0	0	0
105375149	0	0	0	2	0	1	0	0	0	0	0	0
105375150	0	0	0	0	0	0	0	0	0	0	0	0
79150	203	284	13	144	173	164	20	79	1	2	48	214
107986766	0	0	0	0	0	0	0	0	0	0	0	0
100131472	0	0	0	0	0	0	0	0	0	0	0	0
4697	5273	8250	1792	2236	3962	2304	2577	857	843	591	1390	2648
107986767	0	3	1	1	0	3	1	1	0	0	0	3
9678	570	507	240	785	1044	913	475	353	481	953	254	623
107986697	4	2	0	1	0	3	4	3	0	0	1	27
105375153	17	5	0	14	2	4	4	3	1	2	3	56
221981	100	133	0	346	349	429	50	169	12	36	29	216
105375151	0	0	0	4	8	3	0	1	0	0	0	0
54664	352	772	54	1605	2352	1351	198	472	59	70	219	859
221806	0	10	0	123	9	220	75	57	4	24	61	50
105375154	0	0	0	3	1	9	0	2	0	0	2	0
105375155	0	0	0	0	0	0	0	0	0	0	0	0
105375156	0	0	0	3	0	1	0	0	0	0	0	1
102725191	0	0	0	0	5	0	0	0	0	0	0	0
107986769	1	0	0	4	20	5	1	0	0	0	0	1
85477	78	33	3	564	795	520	82	242	10	13	77	151
107986768	0	0	0	0	0	0	0	0	0	0	0	0
105375157	0	0	0	0	0	0	0	0	0	0	0	0
10124	607	396	20	338	684	491	165	150	49	192	128	299
105375158	0	0	0	3	9	0	0	0	0	0	0	2
107986770	0	0	0	0	41	0	0	0	0	0	0	0
105375161	2	3	0	61	222	1	1	0	0	0	0	0
2115	44	362	12	976	460	551	251	269	29	28	205	489
105375162	0	0	0	0	0	0	0	0	0	0	0	0
1607	3	31	0	70	2	73	6	36	1	12	26	27
105375164	0	0	0	0	0	0	0	0	0	0	0	0
392636	43	25	0	34	3	101	0	5	2	26	4	12
4223	62	235	4	233	32	203	68	100	12	5	61	44
105375166	0	1	0	5	4	4	0	0	0	5	2	0
101927524	34	30	2	9	4	4	5	4	0	0	1	2
101927558	1	0	0	0	0	0	0	0	0	0	0	0
105375167	0	3	0	4	0	3	1	1	0	0	0	1
729920	37	49	5	56	62	71	7	27	4	8	17	35
100506025	0	0	0	0	4	0	0	1	0	0	0	2
25928	0	15	0	10	37	27	1	3	0	0	4	0
105375168	0	7	0	0	1	0	3	0	2	0	2	2
100506049	0	1	0	0	0	0	0	0	0	0	0	0
57037	250	415	48	519	760	557	136	174	37	44	199	299
105375169	2	5	0	29	32	29	0	2	0	0	2	12
28969	1880	1124	117	826	2072	888	258	409	78	221	310	1089
27075	532	317	395	1097	2297	1897	385	960	335	189	514	745
10551	187	61	179	2996	4019	1972	97	42	76	991	1051	2331
155465	28	13	47	290	679	422	67	6	60	107	134	33
105375170	31	13	0	42	68	23	25	9	5	12	12	7
107986772	0	0	1	4	9	0	0	0	0	0	0	0
101927609	7	7	4	10	13	4	7	1	0	10	9	2
196	935	1697	11	3843	9504	3428	246	852	36	65	470	3084
105375171	0	0	0	6	6	3	0	0	1	1	6	1
102659288	0	9	0	10	23	7	1	1	0	0	4	5
105375172	1	13	2	387	932	221	25	8	9	15	57	54
101927630	2	2	0	30	56	29	2	0	0	1	2	9
23161	504	709	43	1164	1419	1307	148	466	45	36	196	719
221823	3	5	0	8	3	6	1	4	0	0	2	5
9734	59	280	4	667	383	713	51	159	14	48	94	178
100302140	0	0	0	0	0	0	0	0	0	0	0	0
107986698	18	9	1	15	0	11	9	2	2	2	2	2
105375176	0	0	0	0	0	0	1	0	0	1	0	0
7291	750	49	0	203	81	110	97	87	17	15	52	944
222894	0	0	0	0	0	0	0	0	0	0	0	0
107986773	0	0	0	0	0	0	0	0	0	0	0	0
105375179	0	0	0	0	0	0	0	0	0	0	0	0
105375180	0	0	0	0	0	0	0	0	0	0	0	0
221830	389	733	79	428	622	612	108	273	98	325	131	719
100422967	0	0	0	0	0	0	0	0	0	0	0	0
256130	0	11	7	91	10	134	25	191	8	15	59	28
107986774	3	1	1	6	3	17	1	12	0	0	4	2
105379720	3	2	1	2	3	7	2	2	0	0	1	1
101927668	0	2	0	21	16	19	4	7	0	13	13	6
105375181	0	0	0	1	2	0	0	1	0	0	0	0
346389	29	23	11	1170	1644	931	81	66	36	115	109	190
100874041	0	0	0	1	6	0	0	0	0	0	0	0
100506098	1	3	29	38	66	65	41	61	19	2	54	16
101927769	0	0	0	1	2	0	0	0	0	2	0	0
101927811	21	2	21	32	73	36	46	15	12	19	8	18
3696	40	218	31	1754	1804	1274	75	247	50	43	166	229
340273	29	14	0	16	5	35	4	2	0	5	2	13
221833	0	0	0	0	0	1	0	1	0	0	0	0
222901	2784	1400	1234	881	882	963	1302	520	525	583	694	733
104355138	0	0	0	0	0	0	0	0	0	0	0	0
6671	61	103	10	288	379	318	40	99	13	4	53	151
100302122	0	0	0	0	0	0	0	0	0	0	0	0
8701	62	37	64	136	50	131	51	11	56	79	52	49
105375183	0	0	0	3	0	1	0	0	0	0	0	0
107986775	0	0	0	0	0	0	0	0	0	0	0	0
55536	115	116	73	285	133	370	58	51	60	80	87	149
102724143	0	26	2	16	5	47	20	14	10	4	14	20
9771	122	964	32	2602	940	1452	218	534	62	47	295	821
105375184	0	10	0	7	4	6	1	0	1	0	0	2
256227	179	71	3	119	87	91	14	29	1	8	18	69
100506178	47	52	2	42	5	21	6	6	2	2	3	19
401312	0	0	0	1	0	1	0	0	0	0	0	0
541472	63	130	0	9	2	12	3	4	0	3	8	207
3569	1452	1351	0	179	12	186	10	99	4	87	38	3491
54543	9238	5305	4855	2928	2598	2472	4036	1396	2435	2019	1970	1926
112267993	4	1	0	1	0	1	1	0	1	0	0	1
109729180	38	53	7	18	6	23	11	14	5	13	10	32
692210	2	2	0	3	0	0	0	2	0	0	0	2
107986776	10	5	0	7	1	2	1	2	0	0	1	3
84668	1366	1305	26	1144	280	1154	114	511	24	166	138	2038
105375185	0	0	0	1	0	0	0	0	0	0	0	0
105375186	0	0	0	1	0	0	2	0	0	0	0	0
100775104	1	20	1	4	6	5	5	8	0	0	11	4
55975	363	496	71	510	728	592	137	227	34	57	169	503
11097	366	469	24	490	335	606	160	248	26	50	180	245
101927890	0	0	0	0	0	0	0	0	0	0	0	0
10457	9019	8039	175	13484	3559	8151	4250	3849	589	1480	4206	9392
115416	669	544	121	386	844	398	270	182	136	347	204	285
10643	16	11	1	332	863	102	4	4	5	13	15	44
109616981	0	0	0	0	0	0	0	0	0	0	0	0
256355	34	11	2	16	6	15	14	3	4	1	9	7
29896	1198	1952	117	1708	1911	1713	480	746	121	277	630	1095
1197	20	33	1	49	72	46	15	22	2	8	18	28
105375187	0	0	0	0	0	0	0	0	0	0	1	0
90693	88	187	15	206	160	203	55	121	19	26	45	187
340277	44	66	10	127	132	167	33	50	9	1	44	47
56164	8	6	5	42	89	58	6	1	1	13	2	23
105375188	0	0	0	0	0	0	0	0	0	0	0	0
107986777	0	0	1	19	1	33	0	25	1	0	9	6
4852	0	17	5	14	0	193	47	50	4	10	14	74
107986778	0	0	0	0	0	1	0	0	0	0	1	0
51678	249	152	50	437	69	758	105	301	55	47	145	384
1687	300	384	5	587	167	463	147	111	31	82	169	292
107986779	1	1	0	0	0	1	0	0	0	0	0	0
26031	441	210	10	1614	3186	1244	183	249	13	117	200	694
54205	2701	2587	269	1427	3483	1361	385	726	232	654	545	2050
136895	70	59	7	99	101	118	45	50	19	22	41	30
105375191	0	0	0	0	0	0	0	0	0	0	0	0
64111	0	0	0	0	0	0	0	0	0	0	0	0
105375193	0	0	0	0	1	0	0	0	0	0	0	0
105375195	0	0	0	1	0	0	0	0	0	0	0	0
105375194	0	0	1	0	0	1	2	0	0	0	0	0
105375196	3	1	0	2	3	4	0	2	0	0	2	0
646588	11	10	0	14	31	26	11	4	4	15	7	5
100506236	0	0	0	0	0	0	0	0	0	0	0	0
105375199	0	0	0	0	0	2	0	0	0	1	0	0
105375200	0	0	0	0	0	0	1	0	0	1	0	0
406940	0	0	0	1	0	0	0	0	0	0	0	0
105375198	1	1	0	6	2	8	0	1	0	0	0	0
9603	226	166	12	781	942	619	113	127	20	26	153	244
3181	12638	15237	1021	16947	22432	16864	3444	7637	1212	1597	5918	12989
11335	2970	2248	281	2938	5155	2433	725	1001	244	370	808	1946
29887	317	117	19	941	134	607	135	134	18	56	112	373
105375304	20	17	5	55	5	49	56	21	2	5	22	19
441204	75	86	8	115	22	142	59	37	4	16	50	49
105375202	0	0	0	2	0	2	0	1	0	0	0	0
9808	0	1	0	9	0	16	2	2	0	1	1	3
100506289	2	12	0	2	0	11	9	2	1	0	3	0
101928077	3	8	0	11	5	13	0	9	0	0	4	5
285941	0	0	0	3	0	0	0	0	0	0	0	3
8935	1092	1462	16	1897	2045	1332	174	568	21	40	282	1223
3198	21	18	0	39	12	23	2	12	2	9	4	30
100506311	1135	304	14	323	151	149	172	164	64	109	139	505
3199	37	51	2	30	37	50	15	29	2	5	24	24
3200	148	151	2	234	128	217	87	64	33	89	71	130
285943	47	47	5	57	18	37	45	20	13	20	34	21
3201	61	81	3	60	51	57	31	40	3	12	32	35
100133311	32	24	0	28	2	14	14	8	1	6	6	15
3202	347	51	3	101	70	137	55	106	12	14	42	149
3203	1	2	0	6	5	7	0	2	0	0	1	1
3204	29	31	0	40	3	12	12	10	1	2	5	16
100534589	5	2	0	6	4	6	2	2	0	0	1	2
3205	5	2	0	10	3	9	2	3	0	0	2	3
100874323	9	2	0	16	14	6	1	0	0	1	1	10
442920	0	0	0	0	0	0	0	0	0	0	0	1
3206	22	7	0	21	47	18	1	0	0	2	14	14
3207	2	0	0	15	6	6	0	1	0	2	1	5
221883	5	0	0	14	11	2	0	0	0	8	1	5
3209	1	0	0	3	2	3	0	0	0	0	6	0
100316868	0	0	0	0	0	1	0	0	0	0	8	0
101410536	0	0	0	0	0	0	0	0	0	0	0	1
2128	0	0	0	0	0	3	0	0	0	3	1	1
107986733	0	0	0	0	0	1	0	0	0	0	0	0
105375206	0	0	0	4	7	0	0	0	0	0	0	2
105375207	0	0	0	8	23	1	0	0	0	2	0	0
11112	1063	971	75	747	1135	894	231	290	61	75	323	562
107986699	4	0	0	7	17	3	0	0	0	4	0	1
790953	3	0	0	34	172	10	0	0	0	13	4	0
105375211	0	0	0	0	2	0	0	0	0	0	0	1
105375210	0	2	0	0	1	0	0	3	0	0	1	1
8887	2178	2690	267	3450	6430	3198	594	1257	219	340	744	2046
221895	474	761	47	703	356	603	240	286	95	153	212	453
105375208	0	0	0	0	0	0	0	0	0	0	0	1
100128081	8	23	0	17	7	16	3	4	0	0	3	5
9586	1822	1028	11	333	144	519	63	158	36	102	104	1086
9865	160	153	4	326	66	233	90	69	18	17	98	149
100506497	2	8	0	10	10	10	14	8	1	7	7	1
54504	4648	1381	79	1543	781	1711	889	666	113	527	646	1433
107986703	0	0	0	0	1	1	0	0	0	0	0	0
101928168	0	0	0	0	0	0	0	0	0	0	0	0
1124	270	246	72	309	382	422	243	81	61	53	127	268
102724484	0	0	0	1	4	0	0	0	0	0	0	0
107986700	5	8	1	32	26	35	3	5	1	0	9	14
222171	11	12	12	249	617	289	64	15	19	134	51	76
105375213	1	16	0	32	41	134	2	29	1	0	2	43
646762	89	243	9	292	332	350	103	175	41	40	109	129
100616354	0	0	0	0	0	0	0	0	1	0	0	0
100271874	3	9	1	14	22	13	0	5	0	0	0	6
442524	11	28	5	18	26	28	8	14	5	2	8	9
644150	22	238	22	185	27	99	117	112	40	28	105	76
9805	752	1527	148	2834	5602	3266	534	1436	204	137	580	1080
105375215	4	1	2	8	16	4	0	1	0	0	1	5
55033	736	622	25	1069	434	929	120	278	39	85	153	1209
84725	126	185	26	555	359	310	63	141	27	36	92	270
105375216	3	10	7	5	6	14	8	6	5	9	7	5
222166	4100	2406	108	696	483	1416	391	654	125	231	251	601
105375217	1	0	0	7	4	3	2	0	2	0	0	3
105375218	14	5	1	10	5	12	17	4	2	5	6	4
223082	345	338	42	666	931	577	96	208	16	21	130	307
100500883	0	0	0	0	0	0	0	0	0	0	0	0
693133	0	0	0	0	0	0	0	0	0	0	0	0
222161	157	151	27	263	320	249	57	103	19	48	81	89
100506516	72	32	7	77	38	66	52	26	19	38	59	24
10392	530	914	23	784	569	753	323	334	65	284	297	643
101928268	8	2	0	10	4	5	3	1	3	0	2	2
79017	1093	954	189	663	1179	618	446	302	179	319	359	599
401320	232	545	14	419	363	420	123	324	25	107	346	198
2617	3231	1586	331	1643	3365	2012	736	734	411	791	726	2374
1395	9	10	0	16	7	42	8	14	5	3	14	17
105375220	0	3	0	11	2	20	0	5	1	0	0	0
105375219	0	1	0	1	1	4	1	0	0	0	0	0
100526825	80	283	17	205	225	171	51	103	28	82	68	91
11185	408	1577	256	896	159	515	1109	343	445	1956	454	156
84182	73	161	16	116	214	133	48	73	27	78	54	77
358	4142	12650	1744	2894	1560	16135	3020	2723	3393	1815	5828	3601
2692	0	0	0	0	0	7	0	1	0	0	1	3
105375222	5	9	0	2	0	6	0	1	0	0	3	0
105375221	1	1	0	2	1	3	0	0	0	0	1	0
117	17	76	2	23	5	55	7	76	4	10	22	21
107986780	16	55	1	4	5	24	4	55	5	10	21	12
107986781	0	1	0	0	0	0	0	0	0	0	0	0
107986782	1	1	0	0	0	0	0	0	0	0	0	0
63974	0	0	0	0	0	0	0	0	0	0	0	0
105375224	0	0	0	1	0	3	0	0	0	0	1	0
223075	1	2	0	0	0	34	1	0	0	0	7	0
5137	113	660	10	101	26	178	22	66	15	6	37	74
10842	0	2	0	1	0	1	0	0	2	0	0	1
100130673	0	0	0	17	11	5	0	1	0	0	0	0
23658	744	690	545	442	1171	458	505	222	342	369	266	285
23080	413	488	65	1372	2542	1215	197	379	53	104	244	697
100129460	21	38	10	106	195	103	31	41	23	24	31	52
441208	11	14	1	48	60	73	2	10	0	1	5	27
693134	0	0	0	0	0	0	0	0	0	0	0	0
100500830	0	0	0	0	0	0	0	0	0	0	0	0
401321	96	146	41	116	236	149	55	92	69	31	71	109
102724668	19	18	6	41	97	41	8	19	4	2	5	42
25948	1151	1153	80	1357	2275	1167	300	525	68	166	369	1226
441212	281	228	194	140	229	155	262	64	317	517	107	96
11328	2130	1553	135	2366	3385	2171	844	734	325	423	790	2938
51251	350	314	129	656	955	677	169	354	125	167	178	370
6100	341	249	244	168	324	199	245	92	287	471	133	140
27241	339	313	15	433	390	428	105	133	13	8	139	395
168667	130	154	0	27	13	50	4	28	2	4	8	55
404744	1	0	1	29	4	23	0	43	0	3	2	5
387129	0	0	0	1	15	115	0	0	3	41	0	1
23333	427	480	18	881	1585	833	153	241	22	32	145	1272
102724723	1	2	0	9	17	8	0	1	0	0	1	9
100302152	0	0	0	1	0	0	0	0	0	0	0	0
105375228	3	11	3	25	7	37	1	14	0	2	2	16
554236	7	28	1	19	16	22	3	15	1	0	4	13
57057	1	0	0	3	0	0	0	1	0	0	0	1
401324	0	1	0	0	0	0	0	0	0	0	0	0
105375230	0	0	0	0	0	0	0	0	0	0	0	0
105375231	1	0	0	1	1	3	0	0	0	0	0	1
101928421	15	8	1	25	22	47	4	7	0	2	10	27
64224	575	595	164	893	1228	990	280	355	147	226	283	528
101930085	71	128	38	186	504	282	38	69	15	27	46	85
100506725	10	51	4	10	0	6	2	2	2	0	2	4
101928545	3	11	1	11	11	16	3	4	1	2	0	1
989	2850	6278	119	4131	4288	3836	593	1786	187	288	982	3385
107986734	0	1	0	0	0	0	0	0	1	0	0	0
105375233	0	0	0	0	0	0	0	0	0	0	0	0
101928618	0	0	0	0	0	0	0	0	0	0	0	0
80820	308	257	43	298	1057	824	167	112	83	165	259	350
23366	11	65	9	226	192	258	30	126	18	10	59	74
54443	30	64	3	597	3525	273	6	12	3	4	16	81
313	1158	272	20	1101	135	963	388	338	62	469	211	684
100874264	0	0	0	4	1	2	0	0	0	0	1	3
9844	519	596	14	892	241	883	238	496	42	51	290	465
105375235	0	3	0	12	5	6	0	4	2	0	1	9
100302113	0	0	0	0	0	0	0	0	0	0	0	0
100861514	7	10	0	13	6	18	2	9	0	0	4	8
353345	23	49	0	156	24	84	23	22	3	17	24	56
51314	26	15	2	51	13	22	20	7	8	11	9	12
6424	15502	4457	80	14368	2414	14929	8149	3206	1400	2659	6061	10270
54749	593	1044	16	716	763	726	178	175	35	30	205	476
105375236	1	1	0	0	2	1	0	0	0	0	0	3
83930	933	941	61	856	962	788	249	442	53	84	268	748
445347	110	54	2	161	33	139	40	54	0	43	60	80
6967	17	7	0	34	9	34	3	19	0	0	10	28
6969	0	1	0	1	0	0	0	0	0	0	0	0
6972	0	0	0	1	0	1	0	0	0	0	0	0
6966	15	9	1	26	5	30	2	11	0	0	10	12
6968	1	1	0	3	1	1	0	0	0	0	0	0
6970	0	0	0	1	0	0	0	0	0	0	0	0
6971	1	0	0	1	0	0	0	0	0	0	0	1
107986784	0	0	0	0	0	0	0	0	0	0	0	0
6985	0	0	0	0	0	0	0	0	0	0	0	0
6987	0	0	0	0	0	0	0	0	0	0	0	0
6984	2	6	0	33	10	30	0	4	0	0	2	10
6983	3	7	0	13	1	11	2	0	3	0	1	1
6986	0	0	0	1	0	3	0	0	0	0	0	0
6982	1	2	0	8	0	4	0	1	0	0	1	4
6981	0	2	0	15	2	9	0	2	0	1	2	2
6980	1	0	0	2	1	3	0	0	0	0	0	0
100506776	43	23	9	100	24	71	19	43	0	10	18	30
6979	3	0	0	21	3	2	0	3	0	0	1	3
6978	2	1	2	22	3	6	0	2	0	0	1	2
6977	2	1	0	32	1	9	0	6	0	0	2	6
6976	1	2	2	31	2	9	0	4	0	0	1	5
6974	1	1	0	8	1	7	0	3	0	0	2	6
6973	0	0	0	2	0	3	0	1	0	0	0	1
273	72	165	10	183	75	475	68	265	19	17	84	161
340286	3	3	0	3	0	10	1	4	3	0	3	2
27072	823	1221	105	1618	2548	2212	427	635	185	242	538	1263
11281	3	35	4	47	12	171	10	100	14	1	37	9
100689074	1	1	0	0	6	0	0	0	0	0	1	1
105375239	0	0	0	2	0	2	1	0	0	0	1	1
109616963	0	0	0	0	0	0	0	0	0	0	0	0
100861520	0	0	0	0	0	3	2	3	0	6	0	0
105375238	0	0	0	0	0	1	0	0	0	0	0	0
105375237	1	0	0	0	1	0	0	1	0	0	1	0
105375240	0	1	0	0	0	2	1	0	0	2	0	0
57002	140	224	31	155	192	260	115	100	23	40	95	126
107986785	4	13	0	20	8	27	1	4	0	1	16	11
5898	1880	804	150	1396	4149	1479	437	442	202	776	434	1743
349114	57	97	7	295	631	276	78	99	24	46	98	137
101928688	0	0	0	1	0	1	0	0	0	0	0	0
112267983	5	13	9	9	8	12	15	9	6	7	13	4
8621	632	872	28	1309	1424	1486	226	537	67	91	349	1217
136647	432	350	82	382	552	430	194	200	53	56	177	380
79783	80	111	23	361	80	150	289	42	16	50	198	842
105375245	0	0	0	0	0	0	0	0	0	0	0	0
107986786	0	9	0	1	0	1	0	0	2	0	0	0
101928716	3	1	0	8	7	15	4	1	1	0	2	13
105375244	0	1	0	5	4	1	1	1	1	0	0	1
105375243	0	1	0	2	1	0	0	0	0	0	0	0
112267984	0	3	0	0	1	0	0	0	0	0	0	0
105375242	0	7	1	19	14	12	3	1	1	8	5	33
101928744	0	0	0	2	3	8	1	0	0	0	1	7
101928773	0	1	0	12	6	4	0	1	0	0	2	14
105375241	0	1	0	9	2	0	0	0	0	0	0	6
105375246	0	0	0	0	1	0	0	0	0	0	0	0
107986787	0	0	0	2	1	0	0	0	0	0	0	0
