GeneID	GSM4051655	GSM4051656	GSM4051657	GSM4051658	GSM4051659	GSM4051660	GSM4051661	GSM4051662	GSM4051663	GSM4051664
10988	108	309	40	77	114	58	94	34	151	83
84101	4	24	4	19	1	2	11	20	13	21
100132594	9	11	7	16	10	9	10	26	1	13
59277	217	316	217	483	371	505	297	270	156	473
105369919	1	9	9	3	2	3	0	12	0	6
105369921	0	0	0	0	0	0	0	0	2	0
105369920	0	0	0	0	0	0	0	0	0	0
6636	0	7	0	2	5	0	0	0	0	3
120935	0	0	0	0	0	0	0	0	0	0
144193	4	0	0	14	12	0	12	0	7	8
3034	56	47	9	17	17	16	30	7	57	20
102723340	31	35	7	10	9	5	19	9	19	10
4048	163	329	59	207	321	118	127	36	242	157
100189239	0	0	0	0	0	0	0	0	0	0
105369923	0	0	0	0	0	0	0	0	0	0
105369924	0	0	7	1	0	0	23	0	1	0
105369925	0	0	0	0	0	0	0	0	0	0
2004	193	239	37	173	437	67	290	43	291	121
107984546	36	35	9	38	32	9	67	14	45	22
5128	574	355	118	313	434	314	427	65	944	312
144535	127	113	4	21	44	12	31	0	75	31
121441	90	209	58	79	91	72	76	24	164	90
107984547	0	0	0	0	3	0	0	0	0	1
105369928	0	5	7	3	11	7	0	14	0	23
105369927	0	0	0	0	2	4	0	0	0	0
101928912	0	0	0	0	0	0	0	0	0	0
105369930	0	0	0	0	0	0	0	0	0	0
105369929	0	0	0	0	0	0	0	0	0	0
196475	189	498	1484	724	85	684	412	647	20	3983
100302289	0	0	0	0	0	0	0	0	0	0
406926	0	0	0	0	0	0	0	0	0	1
643711	0	0	0	0	0	0	0	0	1	3
100616287	0	0	0	0	0	0	0	0	0	0
100422924	0	0	0	0	0	0	0	0	0	0
105369932	0	0	0	0	0	0	0	0	0	0
105369933	0	4	0	0	0	0	0	0	0	0
121456	35	41	77	15	13	52	70	71	20	48
643770	11	7	0	9	1	4	0	0	13	2
100189207	0	0	0	0	0	0	0	0	0	0
100189171	0	0	0	0	0	0	0	0	1	0
100128191	243	248	61	96	74	157	108	67	241	94
7112	1213	1338	454	918	627	779	708	549	1572	599
5250	977	1646	553	648	1000	910	1177	382	706	734
677832	0	0	0	0	0	0	0	2	4	1
121457	36	52	0	23	38	32	36	5	29	18
317	447	615	79	321	251	259	316	50	461	263
56899	308	178	224	343	102	255	491	87	634	524
101928937	0	0	0	0	0	0	0	0	0	0
196472	0	40	0	0	0	0	0	0	0	1
23074	184	314	27	92	121	97	157	12	226	92
55592	97	62	39	115	24	61	113	79	124	70
100302217	0	0	0	0	2	0	0	0	3	0
64431	21	50	6	9	26	33	21	12	33	19
120863	33	37	4	20	17	7	20	8	17	12
55681	474	1061	412	299	654	410	308	226	863	405
246213	0	0	0	0	5	12	0	0	1	4
9971	6	0	75	64	1	190	48	46	27	163
283431	117	223	38	136	81	150	149	11	114	195
121601	15	44	11	13	40	17	8	0	3	34
160728	0	0	1	2	0	0	0	0	0	7
27340	214	426	245	165	130	183	229	158	325	176
400	268	769	297	170	251	195	190	157	358	200
121599	2	0	0	0	0	0	0	0	16	4
105369935	0	0	0	0	0	0	0	0	0	0
4604	0	2	0	0	22	0	1	0	1	0
105369938	0	0	0	0	0	0	0	0	0	0
105369937	0	0	0	0	0	0	0	0	0	0
56994	178	400	119	140	87	220	179	85	281	180
50511	12	3	1	3	6	6	10	1	10	2
79158	446	573	134	340	353	210	348	51	624	317
55332	182	316	34	168	198	150	199	24	229	126
107984548	0	0	0	5	1	0	1	0	7	0
51019	261	265	80	212	229	122	175	52	562	155
79023	16	42	11	32	32	25	22	11	55	16
55010	17	16	3	9	14	7	47	0	28	15
5367	0	0	0	1	3	2	1	0	2	2
105369942	155	32	32	14	13	89	76	0	31	32
3479	400	92	44	198	111	56	1301	36	358	201
105369944	0	1	0	3	4	0	3	0	0	3
283432	0	0	0	1	0	0	0	0	2	0
5053	1	6	30	25	1	14	36	24	0	24
112267865	0	0	0	5	0	0	0	0	0	1
429	0	0	0	0	0	0	9	0	0	0
374470	37	0	0	12	1	1	8	0	432	4
101929058	0	0	0	0	0	0	0	0	0	0
105369945	0	1	0	0	0	0	0	0	1	0
101929084	0	0	0	0	0	0	0	0	0	0
55576	66	22	2	38	21	12	92	11	1641	36
105369946	4	0	0	1	0	0	1	0	39	2
51559	240	608	131	136	206	102	222	151	223	197
107984433	16	0	3	4	3	0	0	2	4	4
253724	50	14	38	19	14	30	11	27	28	17
107984130	0	4	0	1	3	2	4	2	7	1
7184	681	1526	302	443	1018	374	377	622	631	490
100500842	18	80	6	11	24	13	4	4	25	15
728568	10	13	10	5	19	6	3	9	8	7
6996	148	365	108	124	179	141	103	18	329	167
83468	199	228	24	86	130	68	384	8	85	148
29915	139	165	68	84	92	66	100	32	111	93
4801	183	201	109	106	115	123	231	51	305	117
105369947	0	0	0	0	0	0	0	0	0	0
105369948	0	0	1	0	0	0	12	0	0	0
7296	752	1089	143	399	558	416	579	97	552	428
493861	4	11	0	12	14	12	0	0	10	5
105369949	4	0	5	5	0	0	4	0	1	2
50515	704	832	27	260	357	390	403	40	389	245
100500843	0	0	0	0	0	0	8	0	0	0
112268100	147	63	0	118	56	39	89	21	92	40
84102	849	2598	1279	545	431	1108	771	577	528	932
105369950	0	0	0	0	0	0	0	0	0	4
105369952	1	0	5	0	1	1	0	1	3	2
121053	248	302	138	200	146	141	108	164	277	150
160428	245	315	567	131	136	162	361	435	93	178
414300	0	2	0	0	0	0	0	0	1	0
23325	270	612	104	163	244	262	187	64	486	183
55198	261	379	65	165	154	132	191	126	225	153
105369953	22	30	11	24	20	16	37	7	23	15
105369954	0	0	0	0	0	0	0	0	0	0
387882	55	57	6	29	25	87	11	2	11	37
105369957	17	30	6	14	6	27	7	10	12	16
105369956	0	0	0	0	0	0	0	0	0	0
105369955	0	0	0	1	0	0	0	0	0	0
105369958	20	3	0	12	19	4	20	0	5	8
101929110	5	12	0	0	5	2	0	0	0	0
105369959	0	0	0	0	3	0	0	0	0	0
107984435	0	11	0	0	4	6	0	0	3	0
105369960	0	8	0	0	0	0	5	0	0	0
9891	638	2080	112	198	378	364	383	35	130	283
10970	1024	1514	417	425	1030	561	919	356	269	689
255394	270	344	28	139	162	110	234	37	313	121
55703	60	48	57	31	68	25	81	32	79	82
100287944	3	7	0	2	2	3	4	3	7	4
5992	2	0	3	0	0	1	0	0	0	9
100505978	0	0	0	0	0	0	0	0	0	1
55188	283	606	405	362	256	650	294	238	508	558
105369961	0	0	0	1	1	0	0	3	5	4
90488	62	181	19	37	97	85	134	48	41	57
80298	29	47	8	27	33	20	77	20	44	35
1407	149	170	40	118	157	107	187	27	171	122
121551	230	148	6	40	68	67	143	10	230	61
11137	107	151	38	77	180	45	71	50	96	86
11108	176	359	61	146	273	95	177	56	200	204
101929162	11	20	7	8	13	3	7	3	3	8
121549	0	0	0	2	0	0	0	0	1	0
105369963	0	0	0	0	0	0	0	0	0	0
728739	0	0	0	0	0	0	0	0	0	4
105369964	0	0	0	0	0	0	0	0	0	0
9671	20	31	15	22	7	32	24	14	4	96
105369965	0	0	0	0	0	1	0	0	1	2
1240	395	135	121	364	172	304	269	46	483	363
102723562	0	0	0	0	0	0	0	0	0	0
11153	92	109	53	60	85	42	68	91	74	69
9733	487	602	150	313	358	244	424	171	537	297
23479	229	263	33	134	219	106	221	28	199	128
338773	2857	5422	477	1453	534	1221	5361	74	1142	1442
6404	1200	596	35	371	267	312	158	3	665	304
105369968	48	32	4	17	16	8	12	0	63	8
100616240	10	0	0	2	1	3	0	0	4	0
23603	1909	2910	450	1399	2070	1669	1425	306	2478	1661
105369969	0	0	0	3	2	0	0	0	0	0
54434	826	1130	119	576	859	452	768	125	652	521
101929204	171	119	13	76	86	47	63	19	67	74
693204	6	0	0	0	0	0	0	0	1	0
1610	0	0	2	0	0	0	0	0	4	2
55530	6	0	9	22	0	49	14	5	0	191
105378256	0	0	1	5	0	0	0	3	0	12
84749	80	108	62	74	115	76	84	52	147	118
100131733	27	11	0	11	14	12	27	0	24	10
121642	117	184	61	58	50	74	114	3	84	88
7374	125	237	37	124	171	107	66	46	140	73
32	962	891	1331	811	507	804	1381	1054	1452	1182
105369974	9	8	7	11	0	11	8	18	14	7
121643	0	0	0	0	0	0	5	15	7	0
101928138	0	0	0	0	0	0	0	0	0	0
283446	28	20	2	6	16	7	2	0	13	8
83892	312	600	61	192	373	173	322	55	210	219
89910	484	645	259	440	473	336	382	114	495	314
326625	111	253	83	122	105	75	116	65	108	106
4598	266	267	105	173	132	208	155	97	200	217
84915	62	35	39	37	13	106	55	55	23	98
84983	2	0	4	1	2	0	0	0	0	6
59341	111	102	28	132	278	152	149	64	51	167
100616454	1	6	0	4	24	10	7	7	1	1
105369975	0	0	2	0	0	5	0	0	1	13
51228	219	314	93	240	272	165	265	159	205	224
84260	256	149	76	154	139	173	111	93	237	161
9815	559	358	280	478	336	328	368	354	746	413
88455	1045	1023	329	609	854	592	745	303	1975	775
400073	43	48	29	23	19	36	26	5	25	28
105369976	0	0	0	0	0	0	0	0	0	0
28981	160	518	96	132	159	163	218	51	155	166
488	1414	1817	277	768	1228	669	1406	291	791	770
51434	583	621	164	365	368	392	582	137	694	364
10094	262	830	90	173	533	204	172	12	240	217
51184	59	78	22	60	56	51	27	27	98	73
29902	196	390	41	83	80	67	116	18	186	74
51699	66	108	21	64	46	50	30	22	66	63
144715	33	24	4	20	31	17	34	8	65	28
160760	188	240	48	84	173	105	121	23	161	92
79600	138	224	66	105	127	150	188	54	269	135
84329	152	89	12	74	55	63	61	13	263	87
5501	146	214	57	103	144	86	61	18	168	90
160762	0	0	0	0	0	0	0	0	0	0
4633	0	0	0	0	0	0	0	0	0	1
100131138	0	0	0	0	0	0	0	0	0	0
105369980	0	0	0	0	0	0	0	0	0	0
105369981	0	0	0	0	0	0	0	0	0	0
23316	17	0	1	15	2	0	0	3	15	9
105369983	0	0	1	2	0	0	0	0	3	0
102465455	2	0	0	0	0	0	0	0	0	0
144717	759	892	542	378	417	681	553	554	175	550
105369984	0	11	0	0	3	0	0	0	0	0
10019	1514	565	259	1138	746	1141	1332	264	1626	988
6311	906	1225	544	630	779	704	592	294	1705	760
102723619	6	13	1	4	1	0	24	0	11	5
8315	348	471	234	234	318	271	339	152	673	338
80724	477	624	291	337	176	332	437	236	474	293
217	1749	827	290	659	561	908	1491	325	748	846
102465456	0	5	7	3	2	0	0	4	1	1
51275	75	91	46	28	49	62	88	29	31	45
8550	408	383	188	305	318	206	265	181	394	271
89894	359	937	150	286	237	188	350	88	816	206
10961	741	850	336	462	633	439	556	288	678	498
80018	332	391	249	276	354	288	286	146	634	295
100500889	0	0	0	0	0	0	0	0	0	0
10906	1027	916	225	691	1088	653	955	189	1119	864
283450	1460	1831	792	1293	1318	1223	1183	736	1667	1483
102465519	8	0	1	3	6	3	4	7	3	4
6128	858	1672	732	922	1484	528	967	880	1254	1105
5781	552	1317	296	422	731	498	478	183	711	476
22895	0	0	0	4	0	6	4	0	3	3
100302227	0	0	0	0	0	0	0	0	0	0
4938	627	349	21	189	1708	128	173	19	326	329
4940	2551	905	147	747	3478	660	605	104	1058	1434
4939	710	140	21	205	1330	127	161	34	566	256
1840	346	85	62	268	134	346	147	98	418	350
8437	324	380	87	183	553	194	72	73	104	197
387885	96	114	27	43	58	50	65	25	60	48
79039	899	1283	456	585	553	537	911	488	698	660
102466222	10	2	0	0	0	0	7	0	3	0
84934	158	268	62	114	195	154	85	61	127	118
115811	24	73	10	30	44	29	18	0	15	26
53373	1223	1354	449	901	639	670	1467	660	954	815
102465457	16	0	0	0	1	5	5	6	8	0
107984436	14	18	5	3	0	10	39	0	5	3
80024	1247	1095	465	868	604	945	851	352	709	685
105369989	8	0	0	2	4	3	0	0	6	3
196463	1174	1085	413	765	728	719	1097	545	616	886
10993	1019	52	6	196	638	488	213	12	59	374
113675	94	49	31	128	106	63	106	68	34	104
64211	11	0	0	0	8	0	0	0	0	0
104355219	0	0	0	0	0	0	0	0	0	0
105369990	0	0	0	0	0	0	0	0	0	0
105369991	0	0	0	0	0	0	0	0	0	0
100506465	0	1	0	0	14	0	0	0	0	0
9904	826	821	247	491	407	409	636	378	692	421
105369993	0	0	0	0	0	0	0	0	0	0
105369994	0	0	0	0	0	0	0	0	0	0
105369995	0	0	0	0	0	0	0	0	0	0
105369996	0	0	0	0	0	0	0	0	0	0
6910	8	3	0	0	0	0	0	0	0	0
255480	0	2	0	0	0	0	0	0	0	0
105369998	0	0	0	0	0	0	0	0	0	0
6926	119	591	49	215	41	244	296	28	141	173
105370000	1	9	0	2	1	5	0	0	8	4
105369999	0	0	0	0	0	0	0	0	0	0
107984437	0	0	0	0	0	0	2	0	0	0
102723639	0	0	0	2	0	0	0	0	9	0
105370003	0	0	0	1	0	0	0	0	0	0
105370002	0	0	3	1	0	0	0	0	0	2
105370004	2	0	0	0	2	0	0	0	1	0
23389	3119	2654	1594	2010	2064	2019	2734	1011	6228	1957
693205	0	0	0	0	0	0	0	0	0	0
107984438	1212	750	818	788	745	881	453	539	2900	867
105370005	0	0	0	0	0	0	0	0	0	0
100616309	0	0	0	0	0	0	0	0	0	0
105370007	0	0	0	0	0	0	0	0	0	0
105370008	0	0	0	0	4	0	3	3	0	0
107984439	0	0	4	0	0	0	0	0	0	0
100287569	3	8	3	7	0	8	2	10	25	8
643246	0	6	2	0	0	0	0	0	2	2
79794	524	768	201	332	302	344	393	132	275	378
84900	49	44	11	25	44	30	21	7	36	50
8739	1	13	0	2	0	0	0	0	0	1
26259	847	627	437	675	581	449	629	409	711	557
100506551	61	53	23	51	45	21	37	27	53	37
54997	656	223	362	339	354	594	198	411	133	408
101928244	4	4	0	0	0	4	0	0	1	0
105370010	6	0	0	2	3	0	21	0	1	0
23014	367	516	227	428	397	432	652	271	324	506
4842	12	0	139	19	3	21	21	116	4	54
283455	10	17	30	32	16	25	20	114	3	89
105370012	0	0	0	0	0	0	0	0	0	1
105370011	10	0	6	2	0	0	0	0	0	1
5985	84	233	39	65	80	122	123	22	145	76
55884	437	566	129	228	423	401	326	114	190	277
54621	345	410	151	255	360	257	141	196	135	275
101928274	29	42	39	20	13	7	36	61	16	19
5037	1613	1771	961	997	930	1197	1502	828	931	1121
51347	428	399	95	248	432	226	160	60	444	299
64426	258	533	165	194	323	177	276	120	260	154
105370013	0	0	0	0	0	0	0	0	0	0
105370014	0	0	0	0	0	0	0	0	0	0
105370015	0	0	0	0	0	0	0	0	0	0
105370017	0	0	0	0	0	0	0	0	0	0
107984472	0	0	0	0	0	0	0	0	0	0
105370016	0	0	0	0	0	0	0	0	0	0
105370018	0	0	0	0	0	0	0	0	0	0
105370019	0	0	0	0	0	0	0	0	1	0
105370020	0	0	0	0	0	0	0	0	0	0
84530	0	0	0	0	0	0	0	0	0	2
105370022	0	0	0	0	0	0	0	0	0	0
105370021	0	0	0	0	0	0	0	0	0	0
112268101	0	0	0	0	1	3	0	0	0	4
105370024	0	0	0	0	3	0	0	0	3	0
26353	179	111	25	82	148	194	221	49	325	106
107984440	4	0	3	1	12	19	3	10	13	0
105370026	0	0	0	0	0	0	0	0	0	1
105370025	0	0	0	0	0	0	0	0	0	0
144742	0	0	0	0	0	0	0	0	0	0
160777	7	9	0	5	2	7	5	2	2	1
105370027	31	25	8	15	15	25	12	6	18	17
387890	5	0	0	8	5	0	0	4	3	1
5564	166	199	82	152	132	79	102	36	213	134
11113	110	132	41	52	140	64	66	6	66	65
100302274	0	5	0	0	0	0	0	0	1	0
112268087	0	0	0	0	0	0	0	0	0	0
92558	480	115	90	234	193	249	147	90	384	157
11021	1072	1591	193	572	424	723	766	186	880	671
10985	4613	3409	1308	2841	2989	2273	2733	1335	3411	2338
100616179	3	2	4	2	4	0	0	0	2	0
6175	8949	15581	8024	7243	17613	6297	7740	6792	8558	9045
100506649	38	45	7	44	59	35	62	19	50	44
5829	928	1000	179	686	1183	441	1026	286	723	615
23409	84	297	62	119	147	111	100	41	237	191
26834	52	222	21	89	86	40	35	15	164	119
26835	30	49	18	15	42	46	9	10	17	52
5319	1	3	3337	247	4	452	175	3527	4	1696
4440	5	40	45	38	8	44	24	88	2	77
1337	106	137	68	72	429	103	119	56	109	102
51499	7	34	19	15	35	12	30	1	34	30
283459	631	590	624	563	514	622	681	700	582	560
8683	127	202	57	101	289	99	204	181	114	128
8655	46	40	6	40	92	39	51	12	49	26
107987181	0	20	0	4	0	5	2	0	1	1
100506668	57	125	23	46	101	46	28	33	38	60
84274	148	222	61	114	180	142	134	93	197	122
9921	1338	1918	714	1042	1680	927	1075	664	1778	1013
51367	87	33	6	19	48	47	39	13	67	36
101928300	0	0	0	0	0	0	0	0	0	2
9478	0	44	2	9	4	9	28	4	20	3
105370029	0	1	0	0	0	0	8	0	0	0
9761	1851	2642	1594	1207	1162	1602	2131	1873	1056	1398
84747	264	597	179	269	176	179	302	157	245	241
100616329	2	2	2	4	1	0	0	1	2	1
35	642	446	373	461	290	558	517	400	496	502
121665	332	384	189	297	336	296	273	111	1314	278
105500240	0	0	0	0	0	0	0	0	0	0
283460	12	7	81	31	10	45	12	82	0	74
6927	142	182	136	131	71	136	73	197	11	162
64897	131	100	40	111	97	60	111	70	110	75
8638	338	192	2	213	948	109	56	1	127	90
105378258	0	0	0	0	0	0	0	0	0	0
105370031	6	0	10	3	4	8	11	0	3	2
105370030	6	0	0	1	6	2	0	0	10	6
105370032	0	0	0	3	1	6	0	0	3	4
5027	213	230	36	320	97	213	138	13	186	275
5025	411	399	307	403	343	470	247	257	352	409
10645	507	596	167	413	495	356	563	184	596	398
51433	657	661	385	378	642	426	742	292	646	564
80196	439	457	176	294	289	311	250	93	517	332
84678	703	321	137	499	290	302	316	218	752	352
102465665	8	7	0	9	6	9	11	0	12	8
101928346	27	0	0	12	2	12	11	0	23	1
105370033	2	0	0	0	2	0	6	1	5	1
84876	136	78	13	68	68	58	64	44	179	82
283385	67	22	10	57	50	75	62	9	92	60
105370034	5	0	0	5	0	0	11	0	6	2
144404	903	548	264	501	435	442	557	348	694	362
54509	419	229	62	282	236	114	214	75	429	122
107984442	83	46	0	9	37	9	3	4	48	4
338799	198	95	75	182	103	122	271	49	258	157
23067	421	255	149	480	374	238	549	308	463	342
3242	20	10	0	15	0	14	27	10	12	11
105370035	1	0	6	3	0	5	12	6	2	5
5715	339	424	98	270	327	164	320	110	318	240
144406	53	144	22	61	75	95	75	23	47	70
605	75	182	54	73	85	93	59	59	84	88
100506691	5	46	24	33	11	9	8	21	3	32
22877	1325	1612	704	1418	1183	959	2281	1125	872	1384
254050	60	44	1	23	33	54	27	0	26	66
386653	0	0	0	0	0	0	0	0	0	0
79369	95	92	42	102	150	66	151	28	95	76
56616	162	226	103	154	217	148	268	38	220	173
101593348	3	0	0	9	2	0	0	0	1	0
65082	301	256	108	312	203	242	219	72	358	220
6249	1257	1928	706	723	1152	1109	834	434	1134	1011
100507066	1	1	3	3	7	0	0	0	0	0
55596	114	175	69	126	111	106	119	68	202	105
65117	212	286	72	180	173	130	149	51	342	164
9735	386	360	119	164	219	244	130	22	463	153
113218484	4	0	0	0	0	0	0	0	0	0
338442	97	119	0	7	9	10	0	0	38	4
113218511	2	0	0	0	0	5	0	0	0	0
8843	38	71	2	7	23	14	6	1	25	12
27198	15	86	0	6	98	9	14	5	26	16
8562	64	142	34	66	164	39	81	29	62	64
84660	92	54	3	55	21	92	33	2	123	42
9026	2798	1273	1472	1560	857	2761	1286	1258	2138	1913
79720	597	683	157	313	633	249	378	241	506	286
23457	222	149	70	101	213	67	131	53	167	150
79676	492	357	199	343	259	294	320	332	451	326
51329	1087	1477	392	756	1139	739	813	482	801	873
57605	245	201	104	178	178	212	375	171	230	229
100422931	6	0	0	0	2	0	0	0	0	0
100507091	4	12	4	4	14	4	14	8	9	7
10198	347	438	156	218	213	269	215	109	590	232
91574	98	42	4	55	27	18	56	34	65	37
8099	157	184	29	108	189	134	114	57	75	179
55206	342	599	133	257	264	263	349	134	532	258
102466877	6	2	5	1	1	5	0	0	3	3
112268105	2	11	13	9	7	1	7	14	11	11
387893	205	236	64	135	225	112	190	118	162	103
196383	254	368	16	92	130	103	154	29	234	97
11066	128	121	29	107	54	102	120	32	81	88
353116	366	1108	139	260	380	250	373	140	241	234
100500909	0	0	0	0	0	0	0	0	0	0
101927415	15	7	15	41	23	8	20	18	40	22
10959	523	901	447	458	965	489	351	539	781	630
57696	225	260	88	142	196	118	176	96	281	156
105370041	14	24	7	9	10	24	11	0	13	10
109616977	2	3	0	1	1	0	0	4	2	0
1967	117	158	44	73	136	87	148	10	139	102
2967	266	428	138	229	262	145	128	58	308	218
79867	75	215	74	139	169	125	156	105	160	191
23545	268	258	145	250	176	159	232	96	373	199
105370042	0	0	3	7	2	2	0	2	11	5
196385	31	60	19	41	44	23	58	26	49	35
105370044	0	0	0	0	1	0	0	0	0	0
80212	140	245	45	167	133	69	134	60	118	101
100533183	485	466	38	43	970	52	66	26	21	50
144348	419	1057	391	304	498	500	434	375	332	565
144347	482	485	2	25	957	30	36	1	6	28
9612	3730	5744	1101	2464	3394	2099	2853	1358	2415	2389
102466204	0	0	0	2	2	0	7	1	0	0
105370047	20	33	6	25	27	18	33	6	18	28
101927436	0	1	0	0	1	7	0	0	0	0
949	371	374	82	310	192	209	201	48	302	228
105370050	2	5	0	1	2	0	0	0	0	0
107984444	0	1	0	0	2	0	0	0	1	0
105370051	0	19	6	7	0	1	7	0	5	2
7316	27713	24403	5132	19549	50000	15752	22196	6513	33355	21728
100847004	2	2	0	1	0	0	0	0	5	1
100189232	0	0	0	0	0	0	0	0	0	0
100189343	0	0	0	0	0	0	0	0	0	0
100009606	0	0	0	0	0	0	0	0	0	0
100189347	0	7	0	0	0	0	0	7	0	0
100189339	0	0	6	0	0	0	16	24	39	6
57647	545	501	176	284	250	269	375	203	297	283
140707	336	552	139	296	131	228	270	198	254	200
102659353	99	182	46	73	34	55	65	58	88	47
105370052	7	0	3	1	3	4	0	3	2	4
65985	347	488	163	231	317	281	277	183	155	316
105370053	0	0	0	1	0	0	0	0	1	1
114795	9	22	18	7	1	5	37	11	14	18
105370054	0	0	0	0	0	0	2	0	0	0
107984445	0	0	0	0	0	0	0	0	0	0
105370055	0	0	0	0	0	0	0	0	0	0
400084	0	4	0	2	0	0	0	1	0	1
105370057	5	0	0	1	0	0	0	0	3	0
105370058	0	0	0	0	0	0	0	0	0	0
105370056	0	2	0	0	4	0	0	0	1	0
101927464	0	0	0	0	0	0	0	0	0	0
107984447	0	0	0	0	0	0	0	0	0	0
107984446	0	0	0	0	0	0	0	0	0	1
105379613	0	0	26	6	0	7	11	16	0	15
101927531	0	0	16	7	0	5	12	8	0	8
107984448	0	0	20	9	0	31	7	28	6	17
283435	0	0	11	0	0	0	0	0	0	0
105370059	0	0	0	1	0	0	0	0	3	3
100128554	0	0	34	1	0	15	0	18	0	8
100996671	1	0	0	0	0	0	0	0	0	0
105370060	0	0	6	0	0	0	9	0	6	0
387895	2	0	0	4	8	0	6	0	17	0
100507206	0	0	0	1	0	5	9	0	10	4
440117	0	0	0	0	0	0	0	0	0	0
105370061	0	0	0	0	0	0	0	0	0	0
101927592	0	0	2	0	0	2	0	0	1	0
105370063	0	0	0	0	0	0	0	0	1	0
107984449	4	0	1	6	2	0	11	2	11	8
107984450	0	0	0	0	1	0	0	0	1	0
105370062	2	1	0	6	2	7	2	0	1	15
105370064	0	0	0	0	0	0	0	0	0	0
105370065	0	0	0	0	0	0	0	0	0	0
101927616	0	0	0	0	0	0	0	0	0	0
105370066	0	0	0	0	0	0	0	0	0	0
105370067	0	0	0	0	0	0	0	0	0	0
101927637	4	14	0	0	0	0	0	0	0	0
105370068	3	6	0	0	0	0	0	0	0	0
105370069	0	10	0	0	0	0	0	0	0	0
400087	0	0	0	0	0	0	0	0	0	4
104472718	0	0	0	0	2	0	0	0	0	0
100862680	0	0	0	0	0	0	0	0	0	0
105370070	0	0	0	0	0	0	0	0	0	0
105370071	0	0	0	0	0	0	0	0	0	0
100996679	0	6	0	0	0	0	0	0	3	0
101927694	0	0	0	0	0	0	0	0	0	0
107987176	0	0	0	0	0	0	0	0	1	0
92293	49	0	47	45	9	41	50	79	122	26
100500817	0	0	0	2	0	4	0	0	0	1
121260	843	1089	317	490	406	479	292	167	1311	331
100128276	5	0	0	0	0	3	0	0	0	0
144423	54	45	0	9	46	28	19	7	18	30
105370073	12	0	0	0	0	3	6	0	0	0
121256	33	0	56	155	0	314	67	34	0	1218
283352	0	0	0	0	0	0	0	0	0	0
101927735	0	0	0	4	0	4	0	0	0	21
105370074	0	0	0	1	1	8	0	0	0	7
105370076	0	0	0	0	0	0	0	0	0	0
100190940	0	0	0	0	0	0	0	0	0	0
105370077	0	0	0	0	0	0	0	0	1	0
105370078	0	0	0	0	0	0	0	0	0	0
440119	5	0	1	14	4	1	20	0	20	7
11211	16	15	7	8	4	8	38	0	11	10
107984480	0	0	0	0	0	0	0	0	0	0
101927786	0	0	0	0	0	0	0	0	0	0
9271	1	7	2	2	0	13	6	0	1	7
23504	5	9	12	40	4	37	59	12	15	116
105370079	0	0	0	0	0	0	0	0	0	0
105370080	0	0	0	0	2	0	0	0	1	0
107984451	15	0	0	3	6	0	3	0	0	4
2054	141	253	76	204	173	188	172	51	205	218
5901	187	273	43	87	437	126	119	24	172	165
283383	573	307	247	367	120	195	738	149	361	326
105755954	25	20	19	17	7	5	35	1	13	20
107984452	0	8	0	4	0	0	0	0	2	1
116437	0	0	0	0	0	0	0	0	0	0
105370082	0	0	0	0	0	0	0	0	0	0
107987177	0	0	0	0	0	0	0	0	0	0
100128002	0	0	0	0	0	0	0	0	0	0
107161159	0	0	0	0	0	0	0	0	0	0
105370083	0	0	0	0	0	0	0	0	1	1
338797	0	0	0	0	0	0	0	3	0	3
101929974	3	7	0	1	0	2	0	0	6	0
105370084	0	0	0	0	0	0	0	0	0	0
105370085	0	0	4	0	0	0	0	0	0	0
105370086	2	0	0	0	0	0	0	0	3	1
100996701	0	0	0	0	0	0	0	0	1	0
105370087	0	0	0	0	0	0	0	0	0	0
6433	427	511	99	282	268	257	312	167	386	294
105370088	0	0	0	0	2	0	0	0	0	1
4326	173	177	26	76	37	76	296	48	111	105
8408	471	655	350	438	417	326	554	535	347	363
107984455	0	3	0	3	2	0	0	7	2	2
80324	265	248	61	160	139	145	114	38	234	114
57634	615	773	260	764	699	353	629	365	912	558
677829	0	3	0	4	2	0	0	0	1	3
347918	60	43	22	148	84	38	113	31	113	84
317781	239	370	111	215	146	169	225	116	282	213
79050	177	226	55	133	103	125	139	99	134	129
105370090	0	0	0	3	0	24	0	0	3	2
107984456	2	0	0	4	0	7	0	0	11	1
100996246	29	18	23	34	26	47	20	5	73	24
50614	57	8	5	12	17	34	7	6	24	12
105370091	3	0	4	9	0	24	0	0	7	2
100130238	5	0	0	4	3	12	3	0	0	5
101928416	0	0	0	0	0	0	0	0	0	0
105370092	37	1	137	127	1	204	50	272	10	171
112268102	23	0	0	6	4	11	0	0	9	2
100129528	0	0	0	7	0	0	0	6	7	1
57666	561	434	193	377	317	322	610	536	502	393
102465975	1	1	0	1	0	0	6	0	0	1
105370094	7	0	0	4	6	0	0	0	3	3
100507055	13	0	7	1	1	33	3	0	70	2
22953	12	8	1	11	0	13	9	2	44	11
5426	569	540	122	423	276	227	451	125	794	225
5827	30	39	52	32	34	40	36	93	33	32
192111	1354	964	694	798	769	1021	671	525	1018	788
23141	836	1098	180	495	1006	462	518	159	556	468
2802	3857	5143	1457	2214	2420	1839	3196	1368	2149	2196
55743	580	555	205	502	446	483	510	160	622	505
101928530	0	0	0	1	0	0	0	0	0	0
100289635	16	60	5	24	41	27	41	17	41	42
7574	205	190	33	131	153	95	262	74	253	120
